station_ID,year, gear_time,depth_m,gear_lat,gear_long,agv_GT10um ,avg_LT10um,avg_totalchla,avg_ratio
20070101099,2007,9/23/07 22:00,31,62.500,-169.003,0.027,NA,0.228,0.12
20070101101,2007,9/25/07 15:09,42,62.500,-170.998,0.021,NA,0.159,0.13
20070101102,2007,9/25/07 19:54,47,62.498,-172.000,0.028,NA,0.245,0.11
20070101103,2007,9/26/07 1:02,52,61.998,-171.995,0.021,NA,0.295,0.07
20070101104,2007,9/26/07 14:52,49,62.000,-170.997,0.028,NA,0.468,0.06
20070101105,2007,9/26/07 18:28,42,61.998,-169.998,0.010,NA,0.285,0.03
20070101106,2007,9/26/07 22:03,36,61.998,-169.000,0.081,NA,0.994,0.08
20070101107,2007,9/27/07 1:44,26,61.999,-168.003,1.255,NA,1.839,0.68
20070101108,2007,9/27/07 14:59,27,62.001,-167.003,0.573,NA,1.617,0.36
20070101109,2007,9/27/07 19:58,27,61.500,-167.912,1.520,NA,2.508,0.59
20070101110,2007,9/27/07 23:38,35,61.500,-169.002,0.095,NA,0.948,0.10
20070101111,2007,9/28/07 3:12,45,61.500,-170.001,0.418,NA,0.882,0.33
20070101112,2007,9/29/07 14:51,49,61.501,-171.003,0.473,NA,0.951,0.54
20070101113,2007,9/29/07 19:21,57,61.501,-172.001,0.339,NA,0.647,0.52
20070101114,2007,9/30/07 0:08,54,60.999,-170.991,1.558,NA,2.447,0.60
20070101115,2007,9/30/07 3:58,46,61.000,-170.001,0.826,NA,1.638,0.51
20070101116,2007,9/30/07 14:54,36,60.999,-169.001,0.745,NA,1.244,0.60
20070101117,2007,9/30/07 19:08,37,60.498,-168.997,1.459,NA,2.374,0.61
20070101118,2007,10/1/07 0:03,50,60.499,-169.999,0.171,NA,0.982,0.17
20070101119,2007,10/1/07 4:14,62,60.503,-171.014,2.103,NA,4.611,0.46
20070101120,2007,10/1/07 21:33,68,59.999,-171.016,0.412,NA,1.246,0.33
20070101121,2007,10/2/07 1:18,53,59.999,-170.001,0.164,NA,1.088,0.15
20070101122,2007,10/3/07 14:55,40,59.915,-169.001,0.630,NA,1.070,0.59
20070101123,2007,10/3/07 20:18,59,59.500,-170.003,0.243,NA,0.973,0.26
20070101124,2007,10/4/07 0:53,71,59.499,-170.999,0.246,NA,0.994,0.25
20070101127,2007,10/6/07 14:54,75,59.000,-171.000,0.254,NA,0.770,0.33
20070101128,2007,10/6/07 19:14,63,58.999,-170.002,0.141,NA,0.680,0.21
20070101129,2007,10/7/07 0:28,82,58.499,-171.000,0.296,NA,1.003,0.29
20070101130,2007,10/7/07 4:30,85,58.000,-170.998,0.125,NA,0.464,0.27
20070101131,2007,10/7/07 14:57,97,58.502,-172.000,0.053,NA,0.342,0.15
20070101132,2007,10/7/07 18:58,100,58.000,-172.003,0.065,NA,0.327,0.20
20070101133,2007,10/7/07 23:02,105,57.500,-172.002,0.071,NA,0.587,0.12
20070101134,2007,10/8/07 3:32,115,57.000,-172.001,0.068,NA,0.515,0.15
20070101135,2007,10/8/07 14:59,123,56.500,-170.999,0.291,NA,1.058,0.27
20070101136,2007,10/8/07 18:54,2301,56.000,-171.000,0.398,NA,0.985,0.41
20070302039,2007,9/13/07 0:54,56.02,65.544,-168.511,0.921,NA,1.470,0.62
20070302041,2007,9/13/07 15:55,51.93,65.001,-169.746,0.279,NA,0.957,0.38
20070302042,2007,9/13/07 20:40,51.65,65.009,-168.988,0.378,NA,2.141,0.22
20070302047,2007,9/15/07 2:14,42.8,64.495,-168.995,0.537,NA,2.715,0.23
20070302050,2007,9/15/07 14:42,46.78,64.501,-169.977,0.353,NA,0.881,0.44
20070302051,2007,9/15/07 18:57,47.5,64.500,-170.829,0.558,NA,0.937,0.60
20070302052,2007,9/15/07 23:19,29.23,63.993,-170.829,0.626,NA,0.893,0.83
20070302053,2007,9/16/07 3:37,52.34,64.003,-171.822,1.190,NA,1.686,0.58
20070302055,2007,9/16/07 14:39,35.56,64.001,-169.992,0.642,NA,1.306,0.50
20070302056,2007,9/16/07 19:07,36.27,64.001,-168.997,0.114,NA,0.567,0.19
20070302057,2007,9/16/07 22:56,38.33,63.997,-167.988,0.270,NA,0.545,0.40
20070302058,2007,9/17/07 2:42,34.4,64.000,-166.986,0.093,NA,0.331,0.44
20070302059,2007,9/19/07 19:08,37.52,63.503,-172.010,1.905,NA,2.520,0.75
20070302060,2007,9/20/07 2:30,56.86,62.987,-171.989,1.003,NA,1.650,0.54
20070302061,2007,9/20/07 14:49,65.31,60.990,-172.000,0.920,NA,1.200,0.62
20070302062,2007,9/20/07 20:39,64.57,60.506,-172.005,1.029,NA,1.430,0.58
20070302063,2007,9/21/07 1:56,69.91,59.988,-171.991,0.045,NA,0.510,0.19
20070302064,2007,9/21/07 15:49,72.9,58.495,-170.000,0.167,NA,2.323,0.21
20070302065,2007,9/21/07 21:37,73.74,58.000,-169.989,0.319,NA,3.572,0.21
20070302068,2007,9/23/07 5:28,71.34,57.499,-168.815,0.613,NA,2.161,0.38
20070302071,2007,9/25/07 23:41,72.47,57.501,-169.001,0.252,NA,0.902,0.34
20080306010,2008,9/17/08 15:30,80,56.501,-163.003,0.018,NA,0.492,0.02
20080306011,2008,9/17/08 20:03,63,57.003,-162.998,0.008,NA,0.374,0.02
20080306012,2008,9/18/08 2:29,51,57.502,-163.004,0.274,NA,0.412,0.64
20080306014,2008,9/18/08 8:43,42,57.997,-163.000,NA,NA,0.734,NA
20080306015,2008,9/18/08 15:32,33.5,58.500,-163.011,0.614,NA,2.357,0.36
20080306016,2008,9/19/08 12:48,27.7,58.995,-165.010,0.687,NA,1.495,0.46
20080306018,2008,9/19/08 15:34,42,58.500,-165.005,0.261,NA,0.877,0.23
20080306020,2008,9/19/08 23:24,49,57.994,-165.001,0.110,NA,0.572,0.14
20080306021,2008,9/20/08 4:00,65,57.501,-165.004,0.111,NA,0.532,0.15
20080306022,2008,9/20/08 15:37,71,56.997,-164.998,0.012,NA,0.571,0.02
20080306024,2008,9/20/08 23:33,80,56.496,-164.998,0.015,NA,0.688,0.01
20080306025,2008,9/21/08 7:13,97,55.999,-164.996,0.041,NA,0.801,0.03
20080306026,2008,9/21/08 15:37,104,56.499,-167.005,0.008,NA,0.545,0.01
20080306028,2008,9/21/08 21:50,75,56.999,-166.996,0.084,NA,1.217,0.04
20080306029,2008,9/22/08 3:43,70,57.497,-167.007,0.091,NA,0.651,0.10
20080306030,2008,9/22/08 15:40,64,57.998,-167.008,0.095,NA,0.499,0.34
20080306031,2008,9/24/08 15:45,103,56.496,-169.007,0.009,NA,0.284,NA
20080306032,2008,9/24/08 9:03,80,57.010,-169.009,NA,NA,0.734,NA
20080306034,2008,9/25/08 3:25,72,57.498,-168.998,1.143,NA,1.421,0.59
20080306035,2008,9/25/08 9:10,72,57.999,-169.003,0.413,NA,0.791,0.35
20080306036,2008,9/25/08 15:30,66,58.503,-169.002,0.432,NA,0.589,0.46
20080306038,2008,9/25/08 21:03,52,59.004,-169.012,0.559,NA,0.806,0.37
20080306040,2008,9/26/08 2:10,45.6,59.504,-168.997,NA,NA,1.705,NA
20080306041,2008,9/26/08 15:30,39,58.999,-167.001,0.361,NA,0.931,0.38
20080306042,2008,9/26/08 20:30,45,58.500,-167.021,0.263,NA,0.731,0.24
20080306043,2008,9/27/08 1:38,64,58.009,-167.007,0.176,NA,0.525,0.22
20080306044,2008,9/27/08 20:51,1021,55.530,-168.536,0.219,NA,1.078,0.15
20090305001,2009,9/3/09 16:00,103,54.996,-165.000,2.139,NA,2.909,0.69
20090305003,2009,9/4/09 1:42,105,55.500,-165.003,0.640,NA,1.165,0.56
20090305004,2009,9/4/09 14:33,43.86,55.500,-162.999,0.361,NA,1.653,0.23
20090305006,2009,9/4/09 22:00,84.42,56.002,-163.000,0.163,NA,0.693,0.37
20090305007,2009,9/5/09 3:53,80.22,56.498,-162.998,0.157,NA,0.663,0.22
20090305008,2009,9/5/09 14:30,64.9,56.499,-160.999,0.169,NA,1.033,0.19
20090305009,2009,9/5/09 20:07,65.02,56.999,-160.999,0.771,NA,1.486,0.48
20090305011,2009,9/6/09 2:04,58.47,57.495,-161.004,0.201,NA,0.704,0.31
20090305013,2009,9/6/09 14:33,45.25,58.001,-161.002,0.579,NA,1.006,0.55
20090305015,2009,9/7/09 1:52,32.5,58.501,-163.001,2.014,NA,2.274,0.57
20090305017,2009,9/7/09 14:30,40.33,58.002,-163.001,1.734,NA,1.759,0.80
20090305018,2009,9/7/09 20:28,51.27,57.500,-162.998,0.377,NA,1.144,0.42
20090305020,2009,9/8/09 3:07,62.5,57.001,-163.001,0.082,NA,1.065,0.18
20090305021,2009,9/8/09 14:32,47.61,58.000,-165.004,0.237,NA,0.593,0.41
20090305023,2009,9/8/09 22:23,41.83,58.496,-165.002,0.559,NA,1.223,0.53
20090305024,2009,9/9/09 3:27,26.62,59.002,-165.002,1.906,NA,3.331,0.57
20090305025,2009,9/9/09 14:35,37.78,58.999,-167.002,0.594,NA,1.582,0.38
20090305026,2009,9/9/09 20:20,46.14,58.500,-167.003,0.499,NA,1.259,0.39
20090305028,2009,9/10/09 3:17,63.67,58.001,-167.006,0.133,NA,0.849,0.33
20090305029,2009,9/10/09 14:32,69.71,57.500,-167.002,0.256,NA,0.746,0.40
20090305031,2009,9/10/09 21:43,75.75,56.998,-166.998,0.217,NA,1.265,0.29
20090305032,2009,9/11/09 2:38,104.77,56.497,-167.008,0.180,NA,0.916,0.25
20090305034,2009,9/11/09 14:31,65.03,57.500,-165.002,0.114,NA,0.985,0.23
20090305035,2009,9/11/09 20:11,71.94,56.996,-165.002,0.462,NA,1.405,0.39
20090305037,2009,9/12/09 2:22,80.69,56.494,-164.997,0.096,NA,1.361,0.35
20090305039,2009,9/12/09 14:48,89,55.997,-164.998,0.212,NA,1.309,0.11
20090305041,2009,9/13/09 3:28,135.2,55.999,-166.995,0.259,NA,1.874,0.14
20090305043,2009,9/13/09 14:30,136.8,55.497,-167.004,1.525,NA,2.794,0.56
20090305045,2009,9/14/09 14:06,159.43,54.999,-167.001,0.284,NA,1.407,0.26
20090305047,2009,9/14/09 22:03,472.52,54.495,-167.003,0.391,NA,1.824,0.24
20090305048,2009,9/19/09 15:57,103.74,56.506,-168.997,0.068,NA,1.365,0.05
20090305049,2009,9/19/09 21:36,80.25,57.003,-169.001,0.221,NA,1.275,0.37
20090305051,2009,9/20/09 3:39,71.79,57.504,-168.999,0.704,NA,1.449,0.46
20090305052,2009,9/20/09 14:35,71.68,58.000,-169.002,0.403,NA,0.940,0.53
20090305054,2009,9/20/09 23:29,65.07,58.501,-169.002,0.635,NA,1.336,0.52
20090305055,2009,9/21/09 5:55,52.61,58.999,-169.000,0.530,NA,1.078,0.51
20090305057,2009,9/21/09 14:41,44.97,59.500,-169.005,0.832,NA,1.407,0.60
20090305059,2009,9/22/09 1:34,69.36,59.999,-171.006,0.382,NA,1.432,0.31
20090305061,2009,9/22/09 14:44,83.73,58.499,-170.999,0.071,NA,0.640,0.36
20090305062,2009,9/22/09 21:11,77.81,59.004,-170.999,0.601,NA,1.910,0.36
20090305064,2009,9/23/09 3:48,73.49,59.501,-171.001,0.248,NA,1.306,0.27
20090305066,2009,9/23/09 14:32,95.07,59.504,-173.013,0.112,NA,0.730,0.22
20090305068,2009,9/23/09 21:51,104.82,58.998,-173.002,0.072,NA,0.601,0.14
20090305069,2009,9/24/09 3:54,111.68,58.499,-173.005,0.124,NA,0.975,0.13
20090305071,2009,9/24/09 14:35,109.72,58.001,-173.019,0.016,NA,0.297,0.11
20090305072,2009,9/24/09 20:21,125.25,57.497,-173.002,0.039,NA,0.669,0.06
20090305073,2009,9/25/09 1:54,128.8,56.999,-173.011,0.130,NA,1.061,0.19
20090305074,2009,9/25/09 14:25,87.11,58.016,-170.997,0.045,NA,0.914,0.12
20090305076,2009,9/25/09 21:43,89.55,57.499,-171.003,0.370,NA,1.011,0.34
20090305077,2009,9/26/09 2:28,103.37,56.996,-171.020,0.070,NA,0.899,0.08
20090305079,2009,9/26/09 14:42,126.12,56.493,-171.021,0.065,NA,0.607,0.15
20090305080,2009,9/27/09 1:50,1218.27,55.996,-168.994,0.298,NA,1.344,0.23
20090305082,2009,9/27/09 18:25,86.62,56.501,-167.000,0.175,NA,0.940,0.29
20090305084,2009,9/27/09 23:23,114.68,55.998,-165.998,0.382,NA,1.051,0.40
20090305085,2009,9/28/09 5:40,121.18,55.618,-165.981,0.295,NA,1.117,0.26
20090305086,2009,9/28/09 7:05,121.91,55.500,-166.000,0.219,NA,1.257,0.18
20090501001,2009,8/30/09 22:40,62,60.500,-171.998,0.056,NA,0.770,0.07
20090501003,2009,9/1/09 16:14,64,60.494,-171.005,0.198,NA,0.494,0.34
20090501004,2009,9/1/09 22:03,50,60.496,-169.998,0.055,NA,0.187,0.39
20090501005,2009,9/2/09 2:57,39,60.500,-169.005,0.343,NA,0.481,0.72
20090501006,2009,9/2/09 15:06,29,60.496,-168.007,1.450,NA,3.549,0.39
20090501007,2009,9/2/09 20:45,29,60.999,-167.997,0.608,NA,1.091,0.58
20090501008,2009,9/3/09 1:02,37,61.002,-168.995,0.410,NA,1.559,0.26
20090501010,2009,9/3/09 15:00,47,60.994,-169.998,0.225,NA,1.248,0.21
20090501011,2009,9/3/09 21:02,55,61.000,-170.997,0.180,NA,0.590,0.34
20090501012,2009,9/4/09 2:20,51,61.501,-170.999,0.137,NA,0.544,0.19
20090501014,2009,9/4/09 15:02,46.3,61.503,-170.010,0.797,NA,1.354,0.42
20090501015,2009,9/4/09 19:17,36,61.500,-169.000,0.324,NA,1.092,0.29
20090501017,2009,9/5/09 0:10,29,61.501,-168.008,0.766,NA,1.121,0.60
20090501018,2009,9/5/09 4:33,22,61.497,-167.014,0.472,NA,1.028,0.44
20090501019,2009,9/5/09 15:00,29,61.998,-167.007,0.283,NA,0.915,0.31
20090501020,2009,9/5/09 19:16,28,62.000,-168.000,0.180,NA,0.645,0.21
20090501021,2009,9/5/09 23:39,38,61.998,-169.001,0.716,NA,1.065,0.43
20090501022,2009,9/6/09 3:50,45,62.000,-169.999,1.047,NA,1.681,0.56
20090501024,2009,9/6/09 15:03,50,62.003,-171.003,0.316,NA,0.827,0.30
20090501025,2009,9/6/09 19:53,44,62.506,-171.002,0.223,NA,0.567,0.34
20090501027,2009,9/7/09 2:24,37.3,62.502,-170.002,0.499,NA,0.955,0.40
20090501028,2009,9/7/09 15:07,33,62.518,-169.011,0.098,NA,0.524,0.23
20090501029,2009,9/7/09 21:12,29,62.504,-167.984,0.346,NA,0.850,0.37
20090501030,2009,9/8/09 2:17,35,62.500,-167.002,0.267,NA,0.842,0.33
20090501031,2009,9/8/09 15:04,21,63.006,-166.005,0.640,NA,1.701,0.40
20090501032,2009,9/8/09 20:15,25,62.998,-167.009,0.208,NA,0.762,0.22
20090501033,2009,9/9/09 1:35,26,62.999,-167.713,0.259,NA,0.732,0.32
20090501034,2009,9/9/09 15:02,32,63.502,-168.003,0.268,NA,1.605,0.19
20090501035,2009,9/9/09 19:25,26,63.500,-167.000,0.459,NA,0.939,0.44
20090501036,2009,9/9/09 23:30,25,63.504,-165.996,0.319,NA,0.862,0.37
20090501037,2009,9/10/09 3:41,22,64.001,-166.001,0.546,NA,1.372,0.40
20090501038,2009,9/10/09 16:08,27.5,64.150,-163.003,0.242,NA,0.829,0.31
20090501039,2009,9/10/09 20:10,22.5,64.122,-164.017,0.128,NA,0.702,0.22
20090501040,2009,9/10/09 23:06,20.7,64.078,-164.500,0.173,NA,0.682,0.24
20090501041,2009,9/11/09 15:10,33,64.008,-167.006,0.378,NA,0.974,0.32
20090501042,2009,9/11/09 20:15,28,64.503,-167.004,0.190,NA,1.010,0.22
20090501043,2009,9/12/09 0:51,36,64.500,-168.001,0.183,NA,1.034,0.24
20090501044,2009,9/12/09 5:04,37,64.006,-168.005,1.580,NA,2.749,0.51
20090501045,2009,9/12/09 15:05,49,64.001,-169.005,4.685,NA,6.781,0.74
20090501046,2009,9/12/09 20:32,34,64.000,-170.009,3.335,NA,5.010,0.64
20090501047,2009,9/13/09 0:43,30,64.000,-171.366,0.109,NA,0.782,0.14
20090501048,2009,9/13/09 16:27,49,62.500,-172.003,0.030,NA,0.133,0.17
20090501050,2009,9/13/09 21:14,53,62.002,-172.008,0.048,NA,0.131,0.49
20090501051,2009,9/14/09 1:54,59,61.503,-172.000,0.121,NA,0.209,0.51
20100304001,2010,8/18/10 14:40,505,54.501,-165.999,2.380,NA,3.892,0.66
20100304002,2010,8/18/10 22:11,136.87,55.003,-165.993,0.096,NA,0.753,0.20
20100304003,2010,8/22/10 6:23,124.4,55.506,-166.156,0.092,NA,1.180,0.09
20100304004,2010,8/19/10 14:45,115,55.998,-165.998,0.016,NA,0.802,0.03
20100304005,2010,8/19/10 20:48,94.47,56.004,-165.001,0.024,NA,0.656,0.04
20100304007,2010,8/23/10 3:27,106.8,55.501,-164.994,0.071,NA,0.848,0.08
20100304008,2010,8/20/10 14:31,103.9,55.000,-165.001,0.911,NA,2.059,0.43
20100304009,2010,8/20/10 21:49,92.11,55.499,-163.992,0.022,NA,0.937,0.04
20100304011,2010,8/24/10 3:59,91.74,56.004,-163.998,0.015,NA,0.458,0.18
20100304012,2010,8/21/10 14:26,82.9,56.500,-163.997,0.003,NA,0.721,0.00
20100304013,2010,8/21/10 20:51,79.19,56.499,-162.998,0.090,NA,0.745,0.19
20100304014,2010,8/25/10 2:31,86.26,55.997,-163.002,0.186,NA,0.425,0.41
20100304015,2010,8/22/10 14:39,44.77,55.500,-162.994,0.144,NA,1.271,0.38
20100304016,2010,8/22/10 22:15,52.666,55.998,-162.004,0.255,NA,1.331,0.27
20100304018,2010,8/26/10 4:07,67.7,56.504,-162.003,0.065,NA,2.285,0.04
20100304019,2010,8/23/10 14:27,65.02,56.497,-160.996,0.472,NA,2.039,0.20
20100304021,2010,8/23/10 22:09,65.09,57.001,-161.001,0.476,NA,1.970,0.29
20100304022,2010,8/27/10 3:45,57.82,57.505,-161.003,0.223,NA,0.971,0.23
20100304023,2010,8/24/10 14:27,45,58.001,-161.005,0.512,NA,1.813,0.41
20100304024,2010,8/24/10 19:31,37.35,57.998,-162.000,1.029,NA,1.977,0.53
20100304025,2010,8/28/10 0:23,36,58.498,-161.999,1.607,NA,2.528,0.63
20100304027,2010,8/25/10 14:28,47.28,57.501,-162.002,0.246,NA,0.588,0.42
20100304028,2010,8/25/10 19:46,58.34,56.998,-161.999,0.068,NA,0.743,0.15
20100304030,2010,8/29/10 2:08,62.27,56.998,-163.004,0.034,NA,1.329,0.09
20100304031,2010,8/26/10 14:28,50.11,57.503,-162.999,0.158,NA,0.841,0.20
20100304032,2010,8/26/10 20:00,41.22,57.999,-162.995,1.454,NA,2.480,0.57
20100304034,2010,8/30/10 3:07,32.62,58.506,-163.000,2.239,NA,NA,NA
20100304035,2010,8/27/10 14:33,30,58.999,-163.999,3.394,NA,NA,NA
20100304036,2010,8/27/10 19:36,38,58.503,-163.990,1.898,NA,2.641,0.62
20100304038,2010,8/31/10 1:38,46.69,57.996,-164.004,0.633,NA,1.739,0.46
20100304039,2010,8/28/10 14:28,53,57.498,-164.002,1.273,NA,2.737,0.47
20100304040,2010,8/28/10 19:45,68.4,56.995,-163.998,0.022,NA,1.511,0.09
20100304041,2010,9/1/10 1:57,80.3,56.495,-165.009,0.040,NA,0.713,0.08
20100304042,2010,8/29/10 14:30,71,56.999,-164.999,0.048,NA,0.932,0.08
20100304043,2010,8/29/10 19:40,65,57.507,-164.997,0.136,NA,1.008,0.22
20100304045,2010,9/2/10 2:20,47.5,58.005,-165.003,0.999,NA,2.042,0.50
20100304046,2010,8/30/10 14:27,40.92,58.500,-165.002,2.440,NA,3.435,0.77
20100304048,2010,8/30/10 20:54,31,59.002,-164.994,3.531,NA,4.783,0.95
20100304049,2010,9/3/10 1:36,31.1,58.995,-165.998,3.942,NA,4.724,0.83
20100304051,2010,8/31/10 14:28,45,58.498,-166.001,0.777,NA,1.811,0.41
20100304052,2010,8/31/10 20:14,57,57.997,-165.997,0.124,NA,1.287,0.16
20100304053,2010,9/4/10 1:40,67.7,57.499,-166.000,0.358,NA,1.205,0.44
20100304054,2010,9/1/10 14:27,73,57.000,-165.983,0.166,NA,0.891,0.17
20100304055,2010,9/1/10 20:05,87,56.498,-165.995,0.267,NA,0.741,0.28
20100304057,2010,9/5/10 2:54,135,56.000,-167.002,0.016,NA,0.697,0.03
20100304059,2010,9/2/10 14:29,135.71,55.499,-167.000,0.013,NA,0.586,0.02
20100304060,2010,9/11/10 1:49,463.69,54.503,-166.980,0.160,NA,1.730,0.11
20100304061,2010,9/8/10 14:35,159,54.997,-166.997,0.055,NA,2.158,0.02
20100304064,2010,9/12/10 0:07,136.03,55.501,-166.999,0.008,NA,0.446,0.01
20100304065,2010,9/9/10 14:30,106.5,56.501,-166.990,0.013,NA,0.708,0.02
20100304067,2010,9/9/10 22:02,74,56.999,-165.999,0.676,NA,1.274,0.46
20100304068,2010,9/13/10 2:41,80,57.002,-167.990,0.577,NA,1.216,0.41
20100304069,2010,9/14/10 2:01,104,56.499,-169.004,0.109,NA,1.300,0.07
20100304070,2010,9/11/10 14:32,143,55.504,-168.000,0.020,NA,1.050,0.02
20100304071,2010,9/11/10 20:05,138,55.999,-167.991,0.009,NA,0.511,0.01
20100304073,2010,9/15/10 3:08,117,56.505,-168.002,0.392,NA,0.937,0.38
20100304074,2010,9/12/10 14:28,69,57.498,-167.002,2.168,NA,2.866,0.72
20100304075,2010,9/12/10 19:52,64,58.008,-167.000,1.081,NA,1.928,0.54
20100304077,2010,9/16/10 2:35,44,58.503,-166.998,0.674,NA,1.358,0.49
20100304078,2010,9/13/10 14:25,37.5,58.996,-167.006,2.558,NA,2.959,0.87
20100304079,2010,9/13/10 21:33,42,59.002,-167.995,1.028,NA,1.667,0.62
20100304080,2010,9/17/10 2:50,37,59.502,-168.006,0.932,NA,1.705,0.52
20100304081,2010,9/14/10 14:20,44,59.499,-168.998,0.483,NA,1.262,0.40
20100304082,2010,9/14/10 20:34,52,59.002,-168.995,0.309,NA,1.493,0.29
20100304083,2010,9/18/10 1:54,66,58.492,-168.995,0.089,NA,1.075,0.19
20100304085,2010,9/15/10 14:24,53,58.497,-167.999,0.329,NA,1.279,0.35
20100304086,2010,9/15/10 20:15,68,57.998,-167.990,0.778,NA,1.762,0.56
20100304087,2010,9/19/10 1:40,71,57.499,-167.997,1.553,NA,2.433,0.64
20100304089,2010,9/16/10 14:20,71,57.997,-168.999,0.064,NA,0.926,0.07
20100304090,2010,9/16/10 21:03,71,57.502,-169.002,0.199,NA,1.062,0.18
20100304091,2010,9/20/10 3:35,81,56.996,-168.996,0.282,NA,1.278,0.21
20100304501,2010,9/17/10 14:25,75,56.998,-166.997,NA,NA,0.243,NA
20100304508,2010,9/18/10 19:12,134,55.996,-166.999,NA,NA,0.766,NA
20100304514,2010,9/19/10 17:38,136,55.497,-167.002,NA,NA,0.809,NA
20100304519,2010,9/20/10 14:30,159,54.999,-167.000,NA,NA,1.151,NA
20100304527,2010,9/21/10 14:27,136,55.004,-165.993,NA,NA,0.914,NA
20100304536,2010,9/22/10 20:50,114,56.002,-166.000,NA,NA,1.056,NA
20100304542,2010,9/23/10 13:38,87,56.008,-166.000,NA,NA,0.511,NA
20100501002,2010,9/8/10 16:59,87,57.999,-170.998,0.055,NA,0.459,0.19
20100501003,2010,9/9/10 4:10,72,58.001,-169.999,0.093,NA,0.665,0.32
20100501004,2010,9/9/10 21:46,71,58.500,-169.999,0.097,NA,0.678,0.34
20100501005,2010,9/13/10 3:04,65.5,59.002,-169.999,0.063,NA,0.555,0.18
20100501006,2010,9/10/10 15:54,60,59.495,-169.999,0.078,NA,0.552,0.21
20100501007,2010,9/10/10 20:28,56,59.998,-169.997,0.104,NA,0.569,0.20
20100501008,2010,9/14/10 3:00,69,59.997,-171.008,0.287,NA,0.834,0.31
20100501010,2010,9/11/10 16:44,83,58.509,-170.994,0.030,NA,0.625,0.07
20100501012,2010,9/11/10 22:25,76.5,58.999,-170.997,0.056,NA,0.594,0.24
20100501013,2010,9/15/10 3:30,72,59.501,-171.005,0.133,NA,0.898,0.17
20100501014,2010,9/12/10 16:00,41,59.997,-169.002,0.358,NA,2.229,0.28
20100501015,2010,9/14/10 15:49,30,59.991,-168.136,1.715,NA,2.559,0.73
20100501016,2010,9/14/10 20:38,30,60.499,-167.995,0.811,NA,1.218,0.63
20100501017,2010,9/18/10 3:57,38,60.496,-168.999,0.234,NA,0.670,0.32
20100501018,2010,9/15/10 15:39,50,60.497,-170.002,1.830,NA,2.632,0.70
20100501019,2010,9/15/10 19:50,63,60.499,-170.998,0.181,NA,0.551,0.32
20100501021,2010,9/19/10 0:46,56,60.988,-170.998,0.430,NA,0.476,0.47
20100501022,2010,9/19/10 4:56,47,61.000,-169.999,0.466,NA,1.133,0.40
20100501023,2010,9/16/10 15:40,37,60.995,-169.003,0.498,NA,1.283,0.39
20100501024,2010,9/16/10 20:15,27,61.002,-168.007,0.786,NA,1.503,0.52
20100501025,2010,9/16/10 22:14,23,61.000,-167.144,0.491,NA,1.619,0.30
20100501026,2010,9/17/10 15:35,22,61.500,-167.005,0.312,NA,1.036,0.30
20100501027,2010,9/17/10 19:40,28,61.500,-167.999,0.385,NA,1.137,0.34
20100501028,2010,9/17/10 23:40,36,61.500,-169.003,0.531,NA,1.295,0.36
20100501030,2010,9/21/10 5:06,46,61.500,-170.003,0.727,NA,1.430,0.45
20100501031,2010,9/18/10 15:50,50,61.498,-170.993,0.093,NA,0.553,0.20
20100501032,2010,9/18/10 20:32,50,62.000,-171.006,0.645,NA,1.254,0.43
20100501034,2010,9/22/10 2:34,45,62.000,-169.996,0.715,NA,1.819,0.34
20100501035,2010,9/19/10 15:30,34,62.498,-167.003,0.571,NA,1.017,0.42
20100501036,2010,9/19/10 19:48,30,62.003,-167.002,0.250,NA,0.863,0.32
20100501037,2010,9/19/10 23:55,28,62.001,-167.998,0.281,NA,1.310,0.20
20100501038,2010,9/23/10 4:09,38,62.002,-169.002,1.039,NA,1.426,0.35
20100501039,2010,9/20/10 15:34,29,62.502,-167.999,1.806,NA,1.066,0.40
20100501040,2010,9/20/10 20:06,33,62.500,-169.000,0.388,NA,0.998,0.25
20100501041,2010,9/24/10 0:05,36,62.501,-169.998,1.189,NA,1.308,0.27
20100501042,2010,9/24/10 4:03,44,62.500,-170.998,0.357,NA,1.134,0.11
20100501043,2010,9/21/10 16:18,28,62.999,-167.668,0.995,NA,1.190,0.40
20100501044,2010,9/21/10 19:23,25,63.000,-166.994,0.233,NA,0.795,0.26
20100501045,2010,9/21/10 23:33,21,63.002,-165.995,0.715,NA,1.745,0.51
20100501046,2010,9/25/10 3:46,24,63.501,-166.000,0.405,NA,1.547,0.23
20100501047,2010,9/22/10 15:33,26,63.502,-167.000,0.257,NA,1.319,0.20
20100501048,2010,9/22/10 20:04,32,63.502,-168.023,0.898,NA,1.717,0.39
20100501049,2010,9/26/10 1:27,36,64.005,-167.998,0.505,NA,1.608,0.29
20100501050,2010,9/23/10 15:37,33,64.001,-166.999,0.229,NA,0.810,0.27
20100501051,2010,9/23/10 22:04,21,64.001,-165.987,1.115,NA,1.838,0.61
20100501052,2010,9/24/10 15:49,17,63.831,-164.463,2.916,NA,3.795,0.65
20100501053,2010,9/24/10 23:00,16,63.817,-163.382,0.201,NA,1.200,0.16
20100501054,2010,9/28/10 4:04,16,63.751,-162.819,0.392,NA,1.651,0.26
20100501055,2010,9/25/10 16:06,20,64.090,-162.667,0.598,NA,1.331,0.45
20100501056,2010,9/25/10 21:58,23,64.088,-163.500,1.795,NA,2.837,0.56
